file,group,return_period,SLR
Hazards/Coastal/sanma_province/FloodDepth_sanma_MHWS_1.1.tif,sanma,1,1.1
Hazards/Coastal/sanma_province/FloodDepth_sanma_MHWS_1.2.tif,sanma,1,1.2
Hazards/Coastal/sanma_province/FloodDepth_sanma_MHWS_1.3.tif,sanma,1,1.3
Hazards/Coastal/sanma_province/FloodDepth_sanma_MHWS_1.4.tif,sanma,1,1.4
Hazards/Coastal/sanma_province/FloodDepth_sanma_MHWS_1.5.tif,sanma,1,1.5
Hazards/Coastal/sanma_province/FloodDepth_sanma_MHWS_1.6.tif,sanma,1,1.6
Hazards/Coastal/sanma_province/FloodDepth_sanma_MHWS_1.7.tif,sanma,1,1.7
Hazards/Coastal/sanma_province/FloodDepth_sanma_MHWS_1.8.tif,sanma,1,1.8
Hazards/Coastal/sanma_province/FloodDepth_sanma_MHWS_1.9.tif,sanma,1,1.9
Hazards/Coastal/sanma_province/FloodDepth_sanma_MHWS_2.0.tif,sanma,1,2.0
Hazards/Coastal/shefa_province/FloodDepth_shefa_100_0.1.tif,shefa,100,0.1
Hazards/Coastal/shefa_province/FloodDepth_shefa_100_0.2.tif,shefa,100,0.2
Hazards/Coastal/shefa_province/FloodDepth_shefa_100_0.3.tif,shefa,100,0.3
Hazards/Coastal/shefa_province/FloodDepth_shefa_100_0.4.tif,shefa,100,0.4
Hazards/Coastal/shefa_province/FloodDepth_shefa_100_0.5.tif,shefa,100,0.5
Hazards/Coastal/shefa_province/FloodDepth_shefa_100_0.6.tif,shefa,100,0.6
Hazards/Coastal/shefa_province/FloodDepth_shefa_100_0.7.tif,shefa,100,0.7
Hazards/Coastal/shefa_province/FloodDepth_shefa_100_0.8.tif,shefa,100,0.8
Hazards/Coastal/shefa_province/FloodDepth_shefa_100_0.9.tif,shefa,100,0.9
Hazards/Coastal/shefa_province/FloodDepth_shefa_100_0.tif,shefa,100,0
Hazards/Coastal/shefa_province/FloodDepth_shefa_100_1.0.tif,shefa,100,1.0
Hazards/Coastal/shefa_province/FloodDepth_shefa_100_1.1.tif,shefa,100,1.1
Hazards/Coastal/shefa_province/FloodDepth_shefa_100_1.2.tif,shefa,100,1.2
Hazards/Coastal/shefa_province/FloodDepth_shefa_100_1.3.tif,shefa,100,1.3
Hazards/Coastal/shefa_province/FloodDepth_shefa_100_1.4.tif,shefa,100,1.4
Hazards/Coastal/shefa_province/FloodDepth_shefa_100_1.5.tif,shefa,100,1.5
Hazards/Coastal/shefa_province/FloodDepth_shefa_100_1.6.tif,shefa,100,1.6
Hazards/Coastal/shefa_province/FloodDepth_shefa_100_1.7.tif,shefa,100,1.7
Hazards/Coastal/shefa_province/FloodDepth_shefa_100_1.8.tif,shefa,100,1.8
Hazards/Coastal/shefa_province/FloodDepth_shefa_100_1.9.tif,shefa,100,1.9
Hazards/Coastal/shefa_province/FloodDepth_shefa_10_0.1.tif,shefa,10,0.1
Hazards/Coastal/shefa_province/FloodDepth_shefa_100_2.0.tif,shefa,100,2.0
Hazards/Coastal/shefa_province/FloodDepth_shefa_10_0.2.tif,shefa,10,0.2
Hazards/Coastal/shefa_province/FloodDepth_shefa_10_0.3.tif,shefa,10,0.3
Hazards/Coastal/shefa_province/FloodDepth_shefa_10_0.4.tif,shefa,10,0.4
Hazards/Coastal/shefa_province/FloodDepth_shefa_10_0.5.tif,shefa,10,0.5
Hazards/Coastal/shefa_province/FloodDepth_shefa_10_0.6.tif,shefa,10,0.6
Hazards/Coastal/shefa_province/FloodDepth_shefa_10_0.7.tif,shefa,10,0.7
Hazards/Coastal/shefa_province/FloodDepth_shefa_10_0.8.tif,shefa,10,0.8
Hazards/Coastal/shefa_province/FloodDepth_shefa_10_0.9.tif,shefa,10,0.9
Hazards/Coastal/shefa_province/FloodDepth_shefa_10_0.tif,shefa,10,0
Hazards/Coastal/shefa_province/FloodDepth_shefa_10_1.0.tif,shefa,10,1.0
Hazards/Coastal/shefa_province/FloodDepth_shefa_10_1.1.tif,shefa,10,1.1
Hazards/Coastal/shefa_province/FloodDepth_shefa_10_1.2.tif,shefa,10,1.2
Hazards/Coastal/shefa_province/FloodDepth_shefa_10_1.3.tif,shefa,10,1.3
Hazards/Coastal/shefa_province/FloodDepth_shefa_10_1.4.tif,shefa,10,1.4
Hazards/Coastal/shefa_province/FloodDepth_shefa_10_1.5.tif,shefa,10,1.5
Hazards/Coastal/shefa_province/FloodDepth_shefa_10_1.6.tif,shefa,10,1.6
Hazards/Coastal/shefa_province/FloodDepth_shefa_10_1.7.tif,shefa,10,1.7
Hazards/Coastal/shefa_province/FloodDepth_shefa_10_1.8.tif,shefa,10,1.8
Hazards/Coastal/shefa_province/FloodDepth_shefa_10_1.9.tif,shefa,10,1.9
Hazards/Coastal/shefa_province/FloodDepth_shefa_10_2.0.tif,shefa,10,2.0
Hazards/Coastal/shefa_province/FloodDepth_shefa_250_0.1.tif,shefa,250,0.1
Hazards/Coastal/shefa_province/FloodDepth_shefa_250_0.2.tif,shefa,250,0.2
Hazards/Coastal/shefa_province/FloodDepth_shefa_250_0.3.tif,shefa,250,0.3
Hazards/Coastal/shefa_province/FloodDepth_shefa_250_0.4.tif,shefa,250,0.4
Hazards/Coastal/shefa_province/FloodDepth_shefa_250_0.5.tif,shefa,250,0.5
Hazards/Coastal/shefa_province/FloodDepth_shefa_250_0.6.tif,shefa,250,0.6
Hazards/Coastal/shefa_province/FloodDepth_shefa_250_0.7.tif,shefa,250,0.7
Hazards/Coastal/shefa_province/FloodDepth_shefa_250_0.8.tif,shefa,250,0.8
Hazards/Coastal/shefa_province/FloodDepth_shefa_250_0.9.tif,shefa,250,0.9
Hazards/Coastal/shefa_province/FloodDepth_shefa_250_0.tif,shefa,250,0
Hazards/Coastal/shefa_province/FloodDepth_shefa_250_1.0.tif,shefa,250,1.0
Hazards/Coastal/shefa_province/FloodDepth_shefa_250_1.1.tif,shefa,250,1.1
Hazards/Coastal/shefa_province/FloodDepth_shefa_250_1.2.tif,shefa,250,1.2
Hazards/Coastal/shefa_province/FloodDepth_shefa_250_1.3.tif,shefa,250,1.3
Hazards/Coastal/shefa_province/FloodDepth_shefa_250_1.4.tif,shefa,250,1.4
Hazards/Coastal/shefa_province/FloodDepth_shefa_250_1.5.tif,shefa,250,1.5
Hazards/Coastal/shefa_province/FloodDepth_shefa_250_1.6.tif,shefa,250,1.6
Hazards/Coastal/shefa_province/FloodDepth_shefa_250_1.7.tif,shefa,250,1.7
Hazards/Coastal/shefa_province/FloodDepth_shefa_250_1.8.tif,shefa,250,1.8
Hazards/Coastal/shefa_province/FloodDepth_shefa_250_1.9.tif,shefa,250,1.9
Hazards/Coastal/shefa_province/FloodDepth_shefa_25_0.1.tif,shefa,25,0.1
Hazards/Coastal/shefa_province/FloodDepth_shefa_250_2.0.tif,shefa,250,2.0
Hazards/Coastal/shefa_province/FloodDepth_shefa_25_0.2.tif,shefa,25,0.2
Hazards/Coastal/shefa_province/FloodDepth_shefa_25_0.3.tif,shefa,25,0.3
Hazards/Coastal/shefa_province/FloodDepth_shefa_25_0.4.tif,shefa,25,0.4
Hazards/Coastal/shefa_province/FloodDepth_shefa_25_0.5.tif,shefa,25,0.5
Hazards/Coastal/shefa_province/FloodDepth_shefa_25_0.6.tif,shefa,25,0.6
Hazards/Coastal/shefa_province/FloodDepth_shefa_25_0.7.tif,shefa,25,0.7
Hazards/Coastal/shefa_province/FloodDepth_shefa_25_0.8.tif,shefa,25,0.8
Hazards/Coastal/shefa_province/FloodDepth_shefa_25_0.9.tif,shefa,25,0.9
Hazards/Coastal/shefa_province/FloodDepth_shefa_25_0.tif,shefa,25,0
Hazards/Coastal/shefa_province/FloodDepth_shefa_25_1.0.tif,shefa,25,1.0
Hazards/Coastal/shefa_province/FloodDepth_shefa_25_1.1.tif,shefa,25,1.1
Hazards/Coastal/shefa_province/FloodDepth_shefa_25_1.2.tif,shefa,25,1.2
Hazards/Coastal/shefa_province/FloodDepth_shefa_25_1.3.tif,shefa,25,1.3
Hazards/Coastal/shefa_province/FloodDepth_shefa_25_1.4.tif,shefa,25,1.4
Hazards/Coastal/shefa_province/FloodDepth_shefa_25_1.5.tif,shefa,25,1.5
Hazards/Coastal/shefa_province/FloodDepth_shefa_25_1.6.tif,shefa,25,1.6
Hazards/Coastal/shefa_province/FloodDepth_shefa_25_1.7.tif,shefa,25,1.7
Hazards/Coastal/shefa_province/FloodDepth_shefa_25_1.8.tif,shefa,25,1.8
Hazards/Coastal/shefa_province/FloodDepth_shefa_25_1.9.tif,shefa,25,1.9
Hazards/Coastal/shefa_province/FloodDepth_shefa_25_2.0.tif,shefa,25,2.0
Hazards/Coastal/shefa_province/FloodDepth_shefa_50_0.1.tif,shefa,50,0.1
Hazards/Coastal/shefa_province/FloodDepth_shefa_50_0.2.tif,shefa,50,0.2
Hazards/Coastal/shefa_province/FloodDepth_shefa_50_0.3.tif,shefa,50,0.3
Hazards/Coastal/shefa_province/FloodDepth_shefa_50_0.4.tif,shefa,50,0.4
Hazards/Coastal/shefa_province/FloodDepth_shefa_50_0.5.tif,shefa,50,0.5
Hazards/Coastal/shefa_province/FloodDepth_shefa_50_0.6.tif,shefa,50,0.6
Hazards/Coastal/shefa_province/FloodDepth_shefa_50_0.7.tif,shefa,50,0.7
Hazards/Coastal/shefa_province/FloodDepth_shefa_50_0.8.tif,shefa,50,0.8
Hazards/Coastal/shefa_province/FloodDepth_shefa_50_0.9.tif,shefa,50,0.9
Hazards/Coastal/shefa_province/FloodDepth_shefa_50_0.tif,shefa,50,0
Hazards/Coastal/shefa_province/FloodDepth_shefa_50_1.0.tif,shefa,50,1.0
Hazards/Coastal/shefa_province/FloodDepth_shefa_50_1.1.tif,shefa,50,1.1
Hazards/Coastal/shefa_province/FloodDepth_shefa_50_1.2.tif,shefa,50,1.2
Hazards/Coastal/shefa_province/FloodDepth_shefa_50_1.3.tif,shefa,50,1.3
Hazards/Coastal/shefa_province/FloodDepth_shefa_50_1.4.tif,shefa,50,1.4
Hazards/Coastal/shefa_province/FloodDepth_shefa_50_1.5.tif,shefa,50,1.5
Hazards/Coastal/shefa_province/FloodDepth_shefa_50_1.6.tif,shefa,50,1.6
Hazards/Coastal/shefa_province/FloodDepth_shefa_50_1.7.tif,shefa,50,1.7
Hazards/Coastal/shefa_province/FloodDepth_shefa_50_1.8.tif,shefa,50,1.8
Hazards/Coastal/shefa_province/FloodDepth_shefa_50_1.9.tif,shefa,50,1.9
Hazards/Coastal/shefa_province/FloodDepth_shefa_5_0.1.tif,shefa,5,0.1
Hazards/Coastal/shefa_province/FloodDepth_shefa_50_2.0.tif,shefa,50,2.0
Hazards/Coastal/shefa_province/FloodDepth_shefa_5_0.2.tif,shefa,5,0.2
Hazards/Coastal/shefa_province/FloodDepth_shefa_5_0.3.tif,shefa,5,0.3
Hazards/Coastal/shefa_province/FloodDepth_shefa_5_0.4.tif,shefa,5,0.4
Hazards/Coastal/shefa_province/FloodDepth_shefa_5_0.5.tif,shefa,5,0.5
Hazards/Coastal/shefa_province/FloodDepth_shefa_5_0.6.tif,shefa,5,0.6
Hazards/Coastal/shefa_province/FloodDepth_shefa_5_0.7.tif,shefa,5,0.7
Hazards/Coastal/shefa_province/FloodDepth_shefa_5_0.8.tif,shefa,5,0.8
Hazards/Coastal/shefa_province/FloodDepth_shefa_5_0.9.tif,shefa,5,0.9
Hazards/Coastal/shefa_province/FloodDepth_shefa_5_0.tif,shefa,5,0
Hazards/Coastal/shefa_province/FloodDepth_shefa_5_1.0.tif,shefa,5,1.0
Hazards/Coastal/shefa_province/FloodDepth_shefa_5_1.1.tif,shefa,5,1.1
Hazards/Coastal/shefa_province/FloodDepth_shefa_5_1.2.tif,shefa,5,1.2
Hazards/Coastal/shefa_province/FloodDepth_shefa_5_1.3.tif,shefa,5,1.3
Hazards/Coastal/shefa_province/FloodDepth_shefa_5_1.4.tif,shefa,5,1.4
Hazards/Coastal/shefa_province/FloodDepth_shefa_5_1.5.tif,shefa,5,1.5
Hazards/Coastal/shefa_province/FloodDepth_shefa_5_1.6.tif,shefa,5,1.6
Hazards/Coastal/shefa_province/FloodDepth_shefa_5_1.7.tif,shefa,5,1.7
Hazards/Coastal/shefa_province/FloodDepth_shefa_5_1.8.tif,shefa,5,1.8
Hazards/Coastal/shefa_province/FloodDepth_shefa_5_1.9.tif,shefa,5,1.9
Hazards/Coastal/shefa_province/FloodDepth_shefa_5_2.0.tif,shefa,5,2.0
Hazards/Coastal/shefa_province/FloodDepth_shefa_MHWS_0.1.tif,shefa,1,0.1
Hazards/Coastal/shefa_province/FloodDepth_shefa_MHWS_0.2.tif,shefa,1,0.2
Hazards/Coastal/shefa_province/FloodDepth_shefa_MHWS_0.3.tif,shefa,1,0.3
Hazards/Coastal/shefa_province/FloodDepth_shefa_MHWS_0.4.tif,shefa,1,0.4
Hazards/Coastal/shefa_province/FloodDepth_shefa_MHWS_0.5.tif,shefa,1,0.5
Hazards/Coastal/shefa_province/FloodDepth_shefa_MHWS_0.6.tif,shefa,1,0.6
Hazards/Coastal/shefa_province/FloodDepth_shefa_MHWS_0.7.tif,shefa,1,0.7
Hazards/Coastal/shefa_province/FloodDepth_shefa_MHWS_0.8.tif,shefa,1,0.8
Hazards/Coastal/shefa_province/FloodDepth_shefa_MHWS_0.9.tif,shefa,1,0.9
Hazards/Coastal/shefa_province/FloodDepth_shefa_MHWS_0.tif,shefa,1,0
Hazards/Coastal/shefa_province/FloodDepth_shefa_MHWS_1.0.tif,shefa,1,1.0
Hazards/Coastal/shefa_province/FloodDepth_shefa_MHWS_1.1.tif,shefa,1,1.1
Hazards/Coastal/shefa_province/FloodDepth_shefa_MHWS_1.2.tif,shefa,1,1.2
Hazards/Coastal/shefa_province/FloodDepth_shefa_MHWS_1.3.tif,shefa,1,1.3
Hazards/Coastal/shefa_province/FloodDepth_shefa_MHWS_1.4.tif,shefa,1,1.4
Hazards/Coastal/shefa_province/FloodDepth_shefa_MHWS_1.5.tif,shefa,1,1.5
Hazards/Coastal/shefa_province/FloodDepth_shefa_MHWS_1.6.tif,shefa,1,1.6
Hazards/Coastal/shefa_province/FloodDepth_shefa_MHWS_1.7.tif,shefa,1,1.7
Hazards/Coastal/shefa_province/FloodDepth_shefa_MHWS_1.8.tif,shefa,1,1.8
Hazards/Coastal/shefa_province/FloodDepth_shefa_MHWS_1.9.tif,shefa,1,1.9
Hazards/Coastal/shefa_province/FloodDepth_shefa_MHWS_2.0.tif,shefa,1,2.0
Hazards/Coastal/tafea_province/FloodDepth_tafea_100_0.1.tif,tafea,100,0.1
Hazards/Coastal/tafea_province/FloodDepth_tafea_100_0.2.tif,tafea,100,0.2
Hazards/Coastal/tafea_province/FloodDepth_tafea_100_0.3.tif,tafea,100,0.3
Hazards/Coastal/tafea_province/FloodDepth_tafea_100_0.4.tif,tafea,100,0.4
Hazards/Coastal/tafea_province/FloodDepth_tafea_100_0.5.tif,tafea,100,0.5
Hazards/Coastal/tafea_province/FloodDepth_tafea_100_0.6.tif,tafea,100,0.6
Hazards/Coastal/tafea_province/FloodDepth_tafea_100_0.7.tif,tafea,100,0.7
Hazards/Coastal/tafea_province/FloodDepth_tafea_100_0.8.tif,tafea,100,0.8
Hazards/Coastal/tafea_province/FloodDepth_tafea_100_0.9.tif,tafea,100,0.9
Hazards/Coastal/tafea_province/FloodDepth_tafea_100_0.tif,tafea,100,0
Hazards/Coastal/tafea_province/FloodDepth_tafea_100_1.0.tif,tafea,100,1.0
Hazards/Coastal/tafea_province/FloodDepth_tafea_100_1.1.tif,tafea,100,1.1
Hazards/Coastal/tafea_province/FloodDepth_tafea_100_1.2.tif,tafea,100,1.2
Hazards/Coastal/tafea_province/FloodDepth_tafea_100_1.3.tif,tafea,100,1.3
Hazards/Coastal/tafea_province/FloodDepth_tafea_100_1.4.tif,tafea,100,1.4
Hazards/Coastal/tafea_province/FloodDepth_tafea_100_1.5.tif,tafea,100,1.5
Hazards/Coastal/tafea_province/FloodDepth_tafea_100_1.6.tif,tafea,100,1.6
Hazards/Coastal/tafea_province/FloodDepth_tafea_100_1.7.tif,tafea,100,1.7
Hazards/Coastal/tafea_province/FloodDepth_tafea_100_1.8.tif,tafea,100,1.8
Hazards/Coastal/tafea_province/FloodDepth_tafea_100_1.9.tif,tafea,100,1.9
Hazards/Coastal/tafea_province/FloodDepth_tafea_10_0.1.tif,tafea,10,0.1
Hazards/Coastal/tafea_province/FloodDepth_tafea_100_2.0.tif,tafea,100,2.0
Hazards/Coastal/tafea_province/FloodDepth_tafea_10_0.2.tif,tafea,10,0.2
Hazards/Coastal/tafea_province/FloodDepth_tafea_10_0.3.tif,tafea,10,0.3
Hazards/Coastal/tafea_province/FloodDepth_tafea_10_0.4.tif,tafea,10,0.4
Hazards/Coastal/tafea_province/FloodDepth_tafea_10_0.5.tif,tafea,10,0.5
Hazards/Coastal/tafea_province/FloodDepth_tafea_10_0.6.tif,tafea,10,0.6
Hazards/Coastal/tafea_province/FloodDepth_tafea_10_0.7.tif,tafea,10,0.7
Hazards/Coastal/tafea_province/FloodDepth_tafea_10_0.8.tif,tafea,10,0.8
Hazards/Coastal/tafea_province/FloodDepth_tafea_10_0.9.tif,tafea,10,0.9
Hazards/Coastal/tafea_province/FloodDepth_tafea_10_0.tif,tafea,10,0
Hazards/Coastal/tafea_province/FloodDepth_tafea_10_1.0.tif,tafea,10,1.0
Hazards/Coastal/tafea_province/FloodDepth_tafea_10_1.1.tif,tafea,10,1.1
Hazards/Coastal/tafea_province/FloodDepth_tafea_10_1.2.tif,tafea,10,1.2
Hazards/Coastal/tafea_province/FloodDepth_tafea_10_1.3.tif,tafea,10,1.3
Hazards/Coastal/tafea_province/FloodDepth_tafea_10_1.4.tif,tafea,10,1.4
Hazards/Coastal/tafea_province/FloodDepth_tafea_10_1.5.tif,tafea,10,1.5
Hazards/Coastal/tafea_province/FloodDepth_tafea_10_1.6.tif,tafea,10,1.6
Hazards/Coastal/tafea_province/FloodDepth_tafea_10_1.7.tif,tafea,10,1.7
Hazards/Coastal/tafea_province/FloodDepth_tafea_10_1.8.tif,tafea,10,1.8
Hazards/Coastal/tafea_province/FloodDepth_tafea_10_1.9.tif,tafea,10,1.9
Hazards/Coastal/tafea_province/FloodDepth_tafea_10_2.0.tif,tafea,10,2.0
Hazards/Coastal/tafea_province/FloodDepth_tafea_250_0.1.tif,tafea,250,0.1
Hazards/Coastal/tafea_province/FloodDepth_tafea_250_0.2.tif,tafea,250,0.2
Hazards/Coastal/tafea_province/FloodDepth_tafea_250_0.3.tif,tafea,250,0.3
Hazards/Coastal/tafea_province/FloodDepth_tafea_250_0.4.tif,tafea,250,0.4
Hazards/Coastal/tafea_province/FloodDepth_tafea_250_0.5.tif,tafea,250,0.5
Hazards/Coastal/tafea_province/FloodDepth_tafea_250_0.6.tif,tafea,250,0.6
Hazards/Coastal/tafea_province/FloodDepth_tafea_250_0.7.tif,tafea,250,0.7
Hazards/Coastal/tafea_province/FloodDepth_tafea_250_0.8.tif,tafea,250,0.8
Hazards/Coastal/tafea_province/FloodDepth_tafea_250_0.9.tif,tafea,250,0.9
Hazards/Coastal/tafea_province/FloodDepth_tafea_250_0.tif,tafea,250,0
Hazards/Coastal/tafea_province/FloodDepth_tafea_250_1.0.tif,tafea,250,1.0
Hazards/Coastal/tafea_province/FloodDepth_tafea_250_1.1.tif,tafea,250,1.1
Hazards/Coastal/tafea_province/FloodDepth_tafea_250_1.2.tif,tafea,250,1.2
Hazards/Coastal/tafea_province/FloodDepth_tafea_250_1.3.tif,tafea,250,1.3
Hazards/Coastal/tafea_province/FloodDepth_tafea_250_1.4.tif,tafea,250,1.4
Hazards/Coastal/tafea_province/FloodDepth_tafea_250_1.5.tif,tafea,250,1.5
Hazards/Coastal/tafea_province/FloodDepth_tafea_250_1.6.tif,tafea,250,1.6
Hazards/Coastal/tafea_province/FloodDepth_tafea_250_1.7.tif,tafea,250,1.7
Hazards/Coastal/tafea_province/FloodDepth_tafea_250_1.8.tif,tafea,250,1.8
Hazards/Coastal/tafea_province/FloodDepth_tafea_250_1.9.tif,tafea,250,1.9
Hazards/Coastal/tafea_province/FloodDepth_tafea_25_0.1.tif,tafea,25,0.1
Hazards/Coastal/tafea_province/FloodDepth_tafea_250_2.0.tif,tafea,250,2.0
Hazards/Coastal/tafea_province/FloodDepth_tafea_25_0.2.tif,tafea,25,0.2
Hazards/Coastal/tafea_province/FloodDepth_tafea_25_0.3.tif,tafea,25,0.3
Hazards/Coastal/tafea_province/FloodDepth_tafea_25_0.4.tif,tafea,25,0.4
